S.No,name,title,male,culture,dateOfBirth,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,popularity,isAlive
687,Lanna (Happy Port),,0,Braavosi,286.0,,,,Happy Port,,0,0,0,1,0,,,,,0,0,19.0,0,0.0267558528428093,1
688,Larraq,,1,Ghiscari,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.020066889632107,1
689,Layna,,0,,279.0,,,,,,0,1,0,0,0,,,,,0,0,26.0,0,0.0234113712374581,1
690,Lem,,1,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0.0836120401337792,1
691,Leana Frey,,0,,299.0,,,,House Frey,,0,0,0,1,0,,,,,0,0,6.0,0,0.0735785953177257,1
692,Lennocks,,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0033444816053511,1
693,Lem (Standfast),,0,,161.0,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,100.0,0,0.0133779264214046,0
694,Lenn,,0,Free Folk,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.0066889632107023,1
695,Lenyl,,1,Free Folk,,,,,,,0,0,1,1,1,,,,,0,0,,0,0.0100334448160535,1
696,Lenwood Tawney,,1,Ironborn,,,,,House Tawney,,0,0,0,1,0,,,,,0,0,,0,0.0100334448160535,1
697,Leo Tyrell (Longthorn),Lord Paramount of the Mander,1,Reach,,,,,House Tyrell,,0,0,1,0,0,,,,,0,1,,0,0.0535117056856187,1
698,Leona Tyrell,,0,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0.123745819397993,1
699,Leo Tyrell (son of Victor),Ser,1,,,,,,House Tyrell,Alys Beesbury,0,0,1,1,0,,,,1.0,1,1,,0,0.130434782608695,1
700,Lester,,0,,,,,,House Lannister,,0,0,1,1,0,,,,,0,0,,0,0.0167224080267558,1
701,Lew (guard),,0,Northmen,,,,,House Stark,,0,0,0,0,0,,,,,0,0,,0,0.0,1
702,Lewis Lanster,,1,,,,,,Windblown,,0,0,0,0,1,,,,,0,0,,0,0.0066889632107023,1
703,Lewys Piper,,1,Rivermen,,,,,House Piper,,0,0,0,1,1,,,,,0,0,,0,0.0334448160535117,1
704,Leyla Hightower,,0,,,,,,House Hightower,Jon Cupps,0,0,0,1,0,,,,1.0,1,0,,0,0.0501672240802675,1
705,Lia Serry,,0,,,,,,House Serry,Theodore Tyrell,0,0,1,1,0,,,,1.0,1,0,,0,0.137123745819397,1
706,Liane Vance,,0,,,,,,House Vance of Wayfarer's Rest,,0,0,0,1,0,,,,,0,0,,0,0.0167224080267558,1
707,Lister,,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0033444816053511,1
708,Long Lew,,1,,,,,,House Tully,,0,0,0,0,0,,,,,0,0,,0,0.0,1
709,Lorcas,,1,,241.0,,,,,,0,0,0,1,0,,,,,0,0,64.0,0,0.0100334448160535,1
710,Lorent Lorch,Ser,0,,,,,,House Lorch,,0,0,0,1,1,,,,,0,1,,0,0.0100334448160535,1
711,Lorimer,Ser,1,,,,,,House Lefford,,0,0,0,1,0,,,,,0,1,,0,0.0133779264214046,0
712,Lorren,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0234113712374581,0
713,Lothar,Maester,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0.0,1
714,Lorent Tyrell,,0,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0.127090301003344,1
715,Lotho Lornel,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0066889632107023,1
716,Lucan,,1,,,,,,House Whent,,0,1,0,0,0,,,,,0,0,,0,0.0133779264214046,0
717,Lucamore Strong,Ser,1,,,,,,House Strong,,0,0,0,1,0,,,,,0,1,,0,0.0167224080267558,1
718,Lucantine Woodwright,Ser,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0100334448160535,1
719,Lucas Nayland,Ser,0,,,,,,House Nayland,,0,0,0,0,0,,,,,0,1,,0,0.0033444816053511,1
720,Lucas Roote,,1,,,,,,House Roote,,0,0,1,0,0,,,,,0,0,,0,0.0133779264214046,0
721,Lucifer Hardy,Lord,1,,,,,,House Hardy,,0,0,0,1,0,,,,,0,1,,0,0.0066889632107023,1
722,Luco Prestayn,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0033444816053511,1
723,Lucimore Botley,,0,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0.0468227424749163,1
724,Lucos,Septon,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0066889632107023,1
725,Luke of Longtown,,0,,,,,,Night's Watch,,0,0,0,0,1,,,,,0,0,,0,0.0133779264214046,1
726,Lucas Tyrell,,1,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0.123745819397993,1
727,Lum,,1,westermen,,,,,House Lannister,,0,0,1,1,0,,,,,0,0,,0,0.0133779264214046,1
728,Luton,,1,Northmen,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0.0234113712374581,0
729,Luthor Tyrell (son of Moryn),Ser,0,,,,,,House Tyrell,Elyn Norridge,0,0,1,1,0,,,,1.0,1,1,,0,0.130434782608695,1
730,Luthor Tyrell (son of Theodore),,1,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0.137123745819397,1
731,Lymond Mallister,Seagard,0,,,,,,House Mallister,,0,0,0,0,0,,,,,0,1,,0,0.0133779264214046,1
732,Lync,,0,,,,,,Night's Watch,,0,1,0,0,0,,,,,0,0,,0,0.0066889632107023,1
733,Lyonel (knight),Ser,1,,,,,,House Lannister,,0,1,0,0,0,,,,,0,1,,0,0.0133779264214046,1
734,Lyonel Bentley,Ser,0,,,,,,Queensguard,,0,0,0,0,0,,,,,0,1,,0,0.0133779264214046,0
735,Lyonel Tyrell (lord),Lord Paramount of the Mander,1,Reach,,,,,House Tyrell,,0,0,0,0,0,,,,,0,1,,0,0.020066889632107,0
736,Lysa Meadows,,0,,,,,,House Meadows,Olymer Tyrell,0,0,1,1,0,,,,1.0,1,0,,0,0.130434782608695,1
737,Lyonel Tyrell (son of Leo),,0,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0.130434782608695,1
738,Maddy,,0,,,,,,House Arryn,,0,0,0,1,1,,,,,0,0,,0,0.0133779264214046,1
739,Maerie (Goodwife),Goodwife,0,,,,,,,,0,0,1,0,0,,,,,0,1,,0,0.0033444816053511,1
740,Maerie (Whore),,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0033444816053511,0
741,Maggy,,1,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.0568561872909698,1
742,Malcolm,Ser,0,,,,,,,,0,1,0,0,0,,,,,0,1,,0,0.0066889632107023,1
743,Malleon,Grand Maester,1,,,,,,,,1,0,0,0,0,,,,,0,1,,0,0.0167224080267558,1
744,Malliard,Wisdom,1,,,,,,Alchemists' Guild,,0,1,0,0,0,,,,,0,1,,0,0.0066889632107023,1
745,Mallor (Knight),Ser,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0.0,1
746,Mallor,,0,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0.0066889632107023,1
747,Manfred Dondarrion,Ser,1,,,,,,House Dondarrion,,0,0,0,0,0,,,,,0,1,,0,0.0100334448160535,1
748,Manfred Lothston,,1,,,,,,House Lothston,,0,0,0,0,0,,,,,0,0,,0,0.0100334448160535,1
749,Manfred Swann,Ser,0,,,,,,House Swann,,0,0,1,0,0,,,,,0,1,,0,0.0167224080267558,1
750,Manfryd Lothston,,1,,,,,,House Lothston,,0,0,0,1,0,,,,,0,0,,0,0.0066889632107023,1
751,Manfryd Yew,Ser,0,,,,,,House Yew,,0,0,0,1,1,,,,,0,1,,0,0.020066889632107,1
752,Marei,,1,,280.0,,,,Chataya's brothel,,0,1,1,1,1,,,,,0,0,25.0,0,0.0434782608695652,1
753,Marghaz zo Loraq,,1,Ghiscari,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,0.0334448160535117,1
754,Maris,,0,Free folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.0066889632107023,1
755,Marq Grafton,,1,,,,,,House Grafton,,0,0,0,1,0,,,,,0,0,,0,0.0301003344481605,0
756,Martyn Mullendore,Uplands,0,,,,,,House Mullendore,,0,0,0,1,0,,,,,0,1,,0,0.0066889632107023,1
757,Maslyn,,0,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0.0133779264214046,0
758,Mathos Mallarawan,,0,Qartheen,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0167224080267558,1
759,Matrice,,0,,,,,,House Baratheon of Dragonstone,,0,1,0,0,0,,,,,0,0,,0,0.0033444816053511,1
760,Matt,,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0033444816053511,1
761,Maynard,Ser,1,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0.0133779264214046,1
762,Maynard Plumm,Ser,1,,,,,,House Plumm,,0,0,0,0,0,,,,,0,1,,0,0.0234113712374581,1
763,Mazdhan zo Loraq,,1,Ghiscaricari,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,0.0100334448160535,1
764,Mebble,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0066889632107023,1
765,Meha,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.0066889632107023,1
766,Mela,,0,,,,,,House Arryn,,0,0,0,1,1,,,,,0,0,,0,0.0100334448160535,1
767,Meizo Mahr,,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0066889632107023,1
768,Melaquin,Maester,0,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0.0,1
769,Medwick Tyrell,Maester,1,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0.120401337792642,1
770,Meliana,,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0,1
771,Melicent,Septa,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0033444816053511,1
772,Mellei,,0,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0.0100334448160535,1
773,Melly,,0,,,,,,Brotherhood Without Banners,,0,0,1,0,0,,,,,0,0,,0,0.0033444816053511,1
774,Mellos,Grand Maester,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0.237458193979933,1
775,Meralyn,,0,Braavosi,,,,,Happy Port,,0,0,0,1,0,,,,,0,0,,0,0.0267558528428093,1
776,Merling Queen,,0,Braavosi,,,,,,,0,0,0,1,1,,,,,0,0,,0,0.020066889632107,1
777,Mero,,1,Braavosi,,,,,Second Sons,,0,0,1,0,1,,,,,0,0,,0,0.0468227424749163,0
778,Merrell Florent,,1,,,,,,House Florent,,0,1,1,1,0,,,,,0,0,,0,0.0668896321070234,1
779,Michael Mertyns,Ser,1,,,,,,House Mertyns,,0,0,0,1,0,,,,,0,1,,0,0.0066889632107023,1
780,Miklaz,Cupbearer,0,Ghiscari,,,,,,,0,0,0,0,1,,,,,0,1,,0,0.0167224080267558,1
781,Mollander,,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0367892976588628,1
782,Mollos,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0100334448160535,1
783,Moonshadow,,0,Braavos,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0100334448160535,1
784,Moreo Tumitis,,1,,268.0,,,,,,1,0,0,0,0,,,,,0,0,37.0,0,0.0100334448160535,1
785,Morgarth,Ser,1,,,,,,House Baelish,,0,0,0,1,1,,,,,0,1,,0,0.0167224080267558,1
786,Moro,Khal,1,Dothraki,,,,,,,1,0,0,1,0,,,,,0,0,,0,0.0167224080267558,1
787,Morra,,0,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0.0100334448160535,1
788,Morrec,,1,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0.0267558528428093,0
789,Mors Manwoody,,1,,,,,,House Manwoody,,0,0,1,1,0,,,,,0,0,,0,0.0234113712374581,1
790,Mortimer Boggs,Ser,1,,,,,,House Boggs,,0,0,0,0,0,,,,,0,1,,0,0.0133779264214046,1
791,Mors Martell (brother of Doran),,1,,248.0,,,,House Martell,,0,0,0,1,0,,,,,0,0,0.0,0,0.0668896321070234,0
792,Mother Mole,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.0434782608695652,1
793,Mudge (brotherhood),,0,,,,,,Brotherhood without banners,,0,0,0,0,0,,,,,0,0,,0,0.0,1
794,Mudge (miller),,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0033444816053511,1
795,Mudge (swineherd),,1,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0.0,1
796,Munciter,Wisdom,1,,,,,,Alchemists' Guild,,0,1,0,0,0,,,,,0,1,,0,0.0066889632107023,1
797,Mully,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0.0501672240802675,1
798,Murch,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0100334448160535,1
799,Murch (Winterfell),,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0.0033444816053511,1
800,Myles (squire),,1,,,,,,House Tully,,0,1,0,0,0,,,,,0,0,,0,0.0133779264214046,0
801,Myrtle,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.0468227424749163,0
802,Nage,,1,,,,,,House Bolton,,0,0,1,0,0,,,,,0,0,,0,0.0033444816053511,1
803,Nail,,0,,,,,,Second Sons,,0,0,0,0,1,,,,,0,0,,0,0.0133779264214046,1
804,Narbert,BrotherProctor,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0267558528428093,1
805,Narbo,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0100334448160535,1
806,Nan,,0,,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0.0969899665551839,1
807,Ned (ferryman),,1,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.0033444816053511,1
808,Nella,,0,Free Folk,,,,,,Craster,0,1,1,1,0,,,,0.0,1,0,,0,0.020066889632107,1
809,Ned Woods,,1,Northmen,,,,,House Woods,,0,0,0,0,1,,,,,0,0,,0,0.0167224080267558,1
810,Nissa Nissa,,1,,,,,,,Azor Ahai,0,1,0,0,0,,,,1.0,1,0,,0,0.020066889632107,1
811,Nightingale,,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0167224080267558,1
812,Nolla,Goodwife,0,,,,,,,,0,0,1,0,0,,,,,0,1,,0,0.0,1
813,Norjen,,0,Ironmen,,,,,Drowned men,,0,0,0,1,0,,,,,0,0,,0,0.0066889632107023,1
814,Norren,Archmaester,1,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0167224080267558,1
815,Nymos,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0066889632107023,1
816,Normund Tyrell,Maester,0,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0.127090301003344,1
817,Ocley,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0066889632107023,1
818,Ogo,Khal,1,Dothraki,,,,,,,1,0,0,0,0,,,,,0,0,,0,0.0367892976588628,0
819,Old Crackbones,,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0,1
820,Old Grey Gull,,1,Ironborn,,,,,Drowned men,,0,0,0,1,1,,,,,0,0,,0,0.0100334448160535,1
821,Old Tattersalt,,1,,,,,,Night's Watch,,0,0,0,1,1,,,,,0,0,,0,0.0133779264214046,1
822,Old Henly,,1,,220.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,79.0,0,0.0133779264214046,0
823,Olyvar Oakheart,Ser,1,,,,,,House Oakheart,,0,0,0,1,0,,,,,0,1,,0,0.0234113712374581,0
824,Olene Tyrell,,0,,,,,,House Tyrell,Leo Blackbar,0,0,1,1,0,,,,1.0,1,0,,0,0.127090301003344,1
825,Orbelo,,1,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0133779264214046,1
826,Orivel,Ser,1,,,,,,Kingsguard,,0,0,0,1,0,,,,,0,1,,0,0.0033444816053511,1
827,Orell,,1,Free Folk,,,,,,,0,1,1,1,1,,,,,0,0,,0,0.0802675585284281,0
828,Ormond (knight),Ser,0,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0.0,0
829,Ormond Osgrey,Coldmoat,0,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,1,,0,0.0100334448160535,1
830,Ormond Westerling,Ser,0,,,,,,House Westerling,,0,0,0,0,0,,,,,0,1,,0,0.0,1
831,Oro Tendyris,,1,Braavosi,,,,,,,0,1,1,1,0,,,,,0,0,,0,0.0133779264214046,1
832,Ormund Wylde,Ser,1,,,,,,House Wylde,,0,0,0,0,1,,,,,0,1,,0,0.0133779264214046,1
833,Osmynd,Septon,0,,,,,,Faith of the Seven,,0,1,0,0,0,,,,,0,0,,0,0.0033444816053511,1
834,Ossy,,0,,,,,,House Royce of the Gates of the Moon,,0,0,0,1,0,,,,,0,0,,0,0.0100334448160535,1
835,Oswyn,,0,,,,,,Kingswood Brotherhood,,0,0,1,0,0,,,,,0,0,,0,0.0033444816053511,1
836,Othor,,1,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0.0568561872909698,0
837,Otter Gimpknee,,0,,,,,,,,0,1,1,0,0,,,,,0,0,,0,0.0066889632107023,1
838,Ottomore,,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0066889632107023,1
839,Owen (brother of Meribald),,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0133779264214046,1
840,Owen,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0.0367892976588628,1
841,Owen Inchfield,Ser,0,,,,,,House Inchfield,,0,0,0,1,0,,,,,0,1,,0,0.0133779264214046,1
842,Palla,,0,Northmen,,,,,House Stark,,0,1,0,1,0,,,,,0,0,,1,0.020066889632107,1
843,Pate (Old),,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0066889632107023,1
844,Pate (Mory),,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0033444816053511,1
845,Pate (Lancewood),,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0033444816053511,1
846,Pate (Pinchbottom),,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.0033444816053511,0
847,Pate (Night's Watch),,0,,,,,,Night's Watch,,0,0,0,0,0,,,,,0,0,,0,0.0066889632107023,1
848,Pate (Shermer's Grove),,1,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.0033444816053511,1
849,Pate (Standfast),,1,,161.0,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,100.0,0,0.0133779264214046,0
850,Penny Jenny,,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.0033444816053511,1
851,Penny,,0,,281.0,,,,Second Sons,,0,0,1,0,1,,,,,0,0,24.0,0,0.187290969899665,1
852,Perros Blackmont,,1,Dornish,,,,,House Blackmont,,0,0,1,1,0,,,,,0,0,,0,0.020066889632107,1
853,Perwyn Osgrey,Coldmoat,0,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,1,,0,0.0066889632107023,1
854,Peter Plumm,Ser,1,,,,,,House Plumm,,0,0,1,1,0,,,,,0,1,,0,0.0267558528428093,1
855,Plummer,Ashford,0,,,,,,House Ashford,,0,0,0,0,0,,,,,0,1,,0,0.0,1
856,Poetess,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0100334448160535,1
857,Pollitor,Wisdom,1,,,,,,Alchemists' Guild,,0,1,0,0,0,,,,,0,1,,0,0.0100334448160535,1
858,Porridge,,1,,,,,,House Baratheon of Dragonstone,,0,0,1,0,0,,,,,0,0,,0,0.0066889632107023,1
859,Porther,,1,northmen,,,,,House Stark,,1,1,0,0,0,,,,,0,0,,0,0.0100334448160535,1
860,Portifer Woodwright,Ser,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0100334448160535,1
861,Poul Pemford,,1,,,,,,House Pemford,,0,1,0,0,0,,,,,0,0,,0,0.0066889632107023,0
862,Poxy Tym,,1,northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0.0100334448160535,0
863,Praed,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0167224080267558,0
864,Puckens,,0,,,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,0.0133779264214046,1
865,Pudding,,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.0033444816053511,1
866,Puddingfoot,,0,,,,,,Brotherhood without banners,,0,0,1,0,0,,,,,0,0,,0,0.0033444816053511,1
867,Qalen,Maester,1,,,,,,House Greyjoy,,0,1,0,1,0,,,,,0,1,,0,0.0100334448160535,1
868,Qarl the Thrall,,0,Ironborn,,,,,,,0,0,0,1,1,,,,,0,0,,0,0.0167224080267558,1
869,Qarl Kenning,,0,Ironborn,,,,,House Kenning of Harlaw,,0,0,0,0,1,,,,,0,0,,0,0.0066889632107023,1
870,Qarl Correy,Ser,1,,,,,,House Velaryon,,0,0,0,0,0,,,,,0,1,,0,0.0267558528428093,1
871,Qarl Shepherd,,0,Ironborn,,,,,House Shepherd,,0,0,0,0,1,,,,,0,0,,0,0.0066889632107023,1
872,Qarl Quickaxe,,1,Ironmen,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.0033444816053511,1
873,Qos,Wind Witch,1,,,,,,,,1,0,0,0,0,,,,,0,1,,0,0.0033444816053511,1
874,Quellon Humble,,1,Ironborn,,,,,House Humble,,0,0,0,1,1,,,,,0,0,,0,0.020066889632107,1
875,Quaro,,0,Dothraki,,,,,,,1,0,0,0,1,,,,,0,0,,0,0.0301003344481605,0
876,Aelinor Penrose,LadyQueen,0,,,,,,House Penrose,Aerys I Targaryen,0,0,0,0,0,,,,0.0,1,1,,0,0.163879598662207,1
877,Aemon Estermont,Ser,1,Stormlands,,,,,House Estermont,,0,1,1,1,1,,,,,0,1,,0,0.0301003344481605,1
878,Aemon Rivers,Ser,1,,,,,,House Frey,,0,1,1,1,0,,,,,0,1,,0,0.0334448160535117,1
879,Aglantine,Septa,0,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0.0133779264214046,1
880,Aladale Wynch,Ser,1,Ironborn,,,,,House Wynch,,0,1,1,0,0,,,,,0,1,,0,0.020066889632107,0
881,Albett,,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0.0334448160535117,1
882,Albar Royce,Ser,1,,,,,,House Royce of the Gates of the Moon,,1,1,1,1,1,,,,,0,1,,0,0.0334448160535117,1
883,Alesander Staedmon,Broad Arch,0,,,,,,House Staedmon,,0,1,1,1,0,,,,,0,1,,0,0.0133779264214046,1
884,Alekyne Florent,Brightwater,1,,,,,,House Florent,,0,1,1,1,0,,,,,0,1,,0,0.0668896321070234,1
885,Alesander Frey,,0,,265.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,40.0,0,0.1438127090301,1
886,Alester Norcross,,1,,290.0,,,,House Norcross,,0,1,1,1,0,,,,,0,0,15.0,0,0.0802675585284281,1
887,Allard Seaworth,Lady Marya,1,,,,,,House Seaworth,,0,1,1,1,1,,,,,0,1,,0,0.0635451505016722,0
888,Allar Deem,,1,,,,,,City Watch of King's Landing,,0,1,0,0,0,,,,,0,0,,0,0.0434782608695652,0
889,Alla Tyrell,,0,,286.0,,,,House Tyrell,,0,0,1,1,1,,,,,0,0,19.0,0,0.150501672240802,1
890,Alyn Cockshaw,Lord,1,,,,,,House Cockshaw,,0,0,0,0,0,,,,,0,1,,0,0.040133779264214,0
891,Alyce Graceford,Lady,0,,,,,,House Graceford,,0,0,1,1,1,,,,,0,1,,0,0.0234113712374581,1
892,Alyn Connington,Ser,0,,,,,,House Connington,,0,0,1,1,0,,,,,0,1,,0,0.060200668896321,1
893,Alyn Ambrose,,1,,,,,,House Ambrose,,0,1,1,1,1,,,,,0,0,,0,0.0334448160535117,1
894,Alyn Estermont,Ser,1,Stormlands,,,,,House Estermont,,0,1,1,1,1,,,,,0,1,,0,0.0267558528428093,1
895,Alyn Stackspear,Ser,0,,,,,,House Stackspear,,1,1,1,1,1,,,,,0,1,,0,0.0267558528428093,1
896,Alyn Frey,,1,,295.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,10.0,0,0.137123745819397,1
897,Alyn Haigh,,0,,256.0,,,,House Haigh,,0,1,1,1,0,,,,,0,0,49.0,0,0.0735785953177257,1
898,Alysanne Bulwer,Blackcrown,0,,291.0,,,,House Bulwer,,0,0,1,1,1,,,,,0,1,14.0,0,0.153846153846153,1
899,Alysanne Lefford,Golden Tooth,0,,,,,,House Lefford,,0,0,0,1,1,,,,,0,1,,0,0.0133779264214046,1
900,Alys Frey,,0,,,,,,House Frey,Jared Frey,0,1,1,1,0,,,,0.0,1,0,,0,0.0668896321070234,1
901,Alyssa Blackwood,Lady,0,,,,,,House Blackwood,Walder Frey,0,1,1,1,1,,,,1.0,1,1,,0,0.0969899665551839,0
902,Alyx Frey,,0,,282.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,23.0,0,0.1438127090301,1
903,Amarei Crakehall,,0,,245.0,,,,House Crakehall,Walder Frey,0,1,1,1,1,,,,1.0,1,0,19.0,0,0.153846153846153,0
904,Ambrose Butterwell,Whitewalls,1,,160.0,,,,House Butterwell,Lady,0,0,0,0,0,,,,1.0,1,1,100.0,0,0.414715719063545,0
905,Andar Royce,Ser,1,Valemen,,,,,House Royce,,1,1,1,1,1,,,,,0,1,,0,0.040133779264214,1
906,Andros Brax,Hornvale,1,,,,,,House Brax,,1,0,1,0,0,,,,,0,1,,0,0.0535117056856187,0
907,Antario Jast,Lord,1,,,,,,House Jast,Lanna Lannister,0,1,1,1,1,,,,1.0,1,1,,0,0.0802675585284281,1
908,Andrew Estermont,Ser,1,,,,,,House Estermont,,0,1,1,1,1,,,,,0,1,,0,0.0367892976588628,1
909,Annara Farring,Lady,0,,,,,,House Farring,Walder Frey,0,1,1,1,1,,,,1.0,1,1,,0,0.0635451505016722,1
910,Ardrian Celtigar,Claw Isle,1,,229.0,,,,House Celtigar,,0,1,1,0,0,,,,,0,1,76.0,0,0.0434782608695652,1
911,Anya Waynwood,Ironoaks,0,,,,,,House Waynwood,,1,1,1,1,1,,,,,0,1,,0,0.0869565217391304,1
912,Androw Frey,,1,,295.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,10.0,0,0.133779264214046,1
913,Armond Caswell,Bitterbridge,1,,,,,,House Caswell,,0,0,0,0,0,,,,,0,1,,0,0.0066889632107023,1
914,Arthur Ambrose,Lord,1,,,,,,House Ambrose,Alysanne Hightower,0,0,1,1,1,,,,1.0,1,1,,0,0.060200668896321,1
915,Arthor Karstark,,1,Northmen,,,,,House Karstark,,0,0,0,0,1,,,,,0,0,,0,0.0434782608695652,1
916,Arwyn Frey,,0,,285.0,,,,House Frey,,0,1,1,1,1,,,,,0,0,20.0,0,0.0468227424749163,1
917,Artos Stark,,1,Northmen,,,,,House Stark,Lysara Karstark,0,1,0,0,1,,,,1.0,1,0,,0,0.103678929765886,1
918,Arwood Frey,Ser,1,,263.0,,,,House Frey,Ryella Royce,0,1,1,1,0,,,,1.0,1,1,42.0,0,0.163879598662207,1
919,Lord Ashford,Ashford,1,Reach,,,,,House Ashford,,0,0,0,0,0,,,,,0,1,,0,0.0100334448160535,1
920,Azzak,Cupbearer,0,Ghiscari,,,,,House of Ghazeen,,0,0,0,0,1,,,,,0,1,,0,0.0167224080267558,1
